"","prey_class","prey_order","prey_family","prey_sp","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status","b_shape_r","eye_body_r","standard_total","energy_density","percent_protein","percent_lipid","maxFO","maxN","maxM"
"77","Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",23,0,"0.0","0.0","1.0","0.0","solitary","4.29","none",4.93265216108913,0.0584555161744779,0.863521681715712,NA,NA,NA,16.7,0.7,1.2
"78","Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",100,1,"0.0","0.0","1.0","1.0","schooling","2.48","highly commercial",5.09599800089129,0.0391380383260703,0.808512337619012,4.96467380413793,17.02,4.1412,0,0,0
"79","Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","demersal","coastal","NA","diel_UN","1.0","refuge_yes","NA","season_NA","compressiform",28,1,"0.0","0.0","1.0","1.0","schooling","4.0","commercial",2.67637526024364,0.039896518296757,0.743324372666674,NA,NA,NA,0.5,0.1,0
"80","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",20,0,"0.0","1.0","1.0","1.0","schooling","3.4","none",5.93928306831689,0.0429067935862826,0.848327645027384,NA,NA,NA,37.037037037037,0,0
"81","Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","0.0","season_no","elongated",20,0,"0.0","0.0","1.0","1.0","schooling","3.08","highly commercial",11.3523436326923,0.0281744212699575,1.91282657932961,NA,NA,NA,NA,NA,NA
"82","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",30,0,"0.0","1.0","1.0","1.0","schooling","3.22","potential",6.15136139603933,0.0417813908391866,0.82051681154952,4.1,16.1,1.6,48.5714285714286,0,0
"83","Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",39.5,0,"0.0","1.0","1.0","1.0","schooling","2.84","highly commercial",5.64779797430361,0.0483820286711635,0.834931517082039,7.92666666666667,17.3355555555556,8.95257142857143,29.0697674418605,3.90206579954093,7.4327699862311
"84","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",50,0,"0.0","0.0","1.0","1.0","schooling","3.91","minor commercial",10.3311636904401,0.0262177538627994,0.897564246511213,NA,NA,NA,NA,NA,NA
"85","Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",30.5,0,"0.0","0.0","1.0","1.0","schooling","3.58","minor commercial",5.14564093986688,0.0392537136292672,0.828784243988898,3.83125,10.96,2.73914,33.33333333,0.5,0
"86","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",40,0,"0.0","0.0","1.0","1.0","schooling","3.71","highly commercial",8.49401274727012,0.0318175447821097,0.893821207124173,6.29712,19.776069,8.53161555555556,54.35,11.1,23.3
"87","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",24.8,0,"0.0","0.0","1.0","1.0","schooling","3.1","commercial",5.94195536299165,0.0507285341763106,0.851299405873863,6.632,13.8,6.12333333333333,69.7,40.4,23
"88","Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",33.2,1,"0.0","1.0","1.0","1.0","shoaling","3.14","commercial",4.6005071330474,0.0515865879636832,0.80913597911571,4.79,18.855,4.405,1.85185185185185,0,0
"89","Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","elongated",96,0,"0.0","0.0","1.0","1.0","solitary","4.34","none",14.608832623648,0.0312489094290915,0.927838531772894,10.87,NA,NA,11.1111111111111,0,0
"90","Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",20,0,"0.0","0.0","1.0","1.0","schooling","3.12","highly commercial",6.72879463123401,0.0483216472803161,0.849129133329125,5.39875,19.625,2.7,29.2,1.5,20
"91","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",27,0,"1.0","0.0","1.0","0.0","schooling","4.5","none",10.7012438507586,0.0407191255136835,0.929965209781006,NA,NA,NA,31.4814814814815,0,0
"92","Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",8.2,0,"0.0","1.0","1.0","1.0","schooling","3.4","none",3.54334752444828,0.128149897723071,0.830229110553092,NA,NA,NA,NA,NA,NA
"93","Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",56,0,"1.0","0.0","1.0","0.0","schooling","3.65","none",9.83547149398581,0.0422720553722116,0.880734167039143,NA,NA,6.19,8.2,2,2.4
"94","Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",8.8,0,"0.0","1.0","1.0","1.0","schooling","3.78","none",5.05257815836263,0.0808503759301906,0.851724865175762,NA,NA,NA,2.85714285714286,0,0
"95","Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",9.89,0,"0.0","1.0","1.0","1.0","schooling","3.0","none",4.78868605837173,0.0545898499854722,0.850185835356255,5.7415,14.15,5.1,4,0.1,0
"96","Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",11,0,"0.0","1.0","1.0","1.0","schooling","3.390000105","none",5.26346682974158,0.0842604324122009,0.840052571499898,NA,NA,NA,68.5185185185185,0,0
"97","Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",14.3,0,"0.0","1.0","1.0","1.0","schooling","3.17","none",6.25046550160721,0.0490769331693775,0.827485536438276,7.9,16.6,11.9,15.8,0,6.3
"98","Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","eel-like",10,0,"1.0","0.0","0.0","0.0","solitary","3.4","none",5.51114255394411,0,NA,NA,NA,NA,1.85185185185185,0,0
"99","Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","mesopelagic","oceanic","1.0","diel_yes","1.0","refuge_yes","NA","season_NA","fusiform",150,1,"0.0","0.0","0.0","1.0","schooling","3.92","potential",4.21282623849809,0.0392637426586238,0.798607587415024,NA,17.25,6.074,1.85185185185185,0,0
"100","Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",25,1,"0.0","0.0","0.0","0.0","solitary","4.2","none",7.12672753263239,0.0396079535991368,0.835047279971112,NA,NA,56.89,9.5,1.7,1.6
"101","Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",100,1,"0.0","0.0","1.0","1.0","solitary","4.35","minor commercial",16.0970077138305,0.0279241668153583,0.905049672081243,NA,NA,NA,5.2,2.224325603,0.5
"102","Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",25,1,"0.0","0.0","1.0","0.0","solitary","4.2","subsistence fisheries",8.06902625820124,0.0470653940063948,0.860026405521185,NA,NA,NA,3,0,0.1
"103","Actinopterygii","Perciformes","Sparidae","Spondyliosoma cantharus","demersal","coastal","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",60,1,"0.0","1.0","1.0","0.0","schooling","3.34","commercial",2.88856809164636,0.0663142791092035,0.783087084371916,6.9,18.3,6.8,1.85185185185185,0,0
"104","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","compressiform",6.8,0,"0.0","0.0","1.0","0.0","schooling","3.1","none",1.62246179039301,0.123359182689342,0.832674483153061,NA,NA,NA,4.2,0.2,0.1
"105","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",4.5,0,"0.0","0.0","1.0","0.0","solitary","3.3","none",1.59760858773949,0.130209556653056,0.768116527209641,2.85,10.7721,1.449,0.996677740863787,0,0
"106","Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",39.6,0,"0.0","1.0","0.0","0.0","solitary","4.03","none",11.7264117647059,0.0231319612003739,0.782583977513473,NA,NA,NA,0,0,0
"107","Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","0.0","season_no","globiform",1.53,1,"0.0","0.0","0.0","0.0","solitary","NA","none",1.12403943743132,0,0,NA,NA,NA,5.71428571428571,0,0
"108","Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",1.1,1,"1.0","0.0","0.0","0.0","solitary","3.4","none",1.60585905475616,0.0559896299204382,NA,NA,NA,NA,1.85185185185185,0,0
"109","Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",11.5,1,"1.0","0.0","0.0","0.0","solitary","NA","none",4.27872275311848,0,1,NA,NA,NA,34.2857142857143,0,0
"110","Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","epipelagic","oceanic","0.0","diel_no","0.0","refuge_no","NA","season_NA","compressiform",17.4,1,"0.0","1.0","0.0","0.0","schooling","3.44","none",NA,NA,NA,NA,NA,NA,0.5,0.1,0
"111","Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","demersal","reef-associated","NA","diel_UN","1.0","refuge_yes","1.0","season_yes","globiform",34,1,"0.0","1.0","0.0","0.0","solitary","3.3","none",3.13195532473199,0.0822589433865605,0.82005976021664,NA,NA,NA,0.3,0.04732607667,0
"112","Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",55.5,0,"0.0","0.0","1.0","1.0","schooling","4.13","highly commercial",5.85376539042061,0.0598651604979582,0.834431124928461,4.65,16.75,2.7,72.4,4.5,68.5
"113","Actinopterygii","Perciformes","Carangidae","Selene setapinnis","demersal","coastal","NA","diel_UN","0.0","refuge_no","0.0","season_no","compressiform",60,1,"0.0","0.0","1.0","0.0","schooling","3.72","highly commercial",1.91948270710868,0.0734859333084277,0.726997409054857,NA,NA,NA,3,0,0
"114","Actinopterygii","Perciformes","Bramidae","Brama brama","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","compressiform",100,0,"0.0","0.0","1.0","1.0","schooling","4.08","commercial",2.83664382008211,0.0478158503032996,0.757359497010879,NA,NA,NA,0,0,0
"115","Actinopterygii","Perciformes","Sparidae","Diplodus sargus","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",45,1,"0.0","1.0","1.0","0.0","schooling","3.38","minor commercial",2.63511927228258,0.0749142729997986,0.775717974240165,NA,18.7,2.01,2.85714285714286,0,0
"116","Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","benthic","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",55,0,"0.0","1.0","0.0","0.0","solitary","3.7","highly commercial",4.53636848852893,0.036985363042043,0.298527350690224,4.7,16.2,2.8,8,0.16,0
"117","Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",50,1,"0.0","0.0","1.0","1.0","schooling","3.4","highly commercial",4.57398775069812,0.0596583144287862,0.776671211645172,5.64,3.71,21.41,5.6,0.8,13.9
"118","Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",400,0,"0.0","0.0","0.0","0.0","shoaling","4.15","commercial",6.12184249318679,0.0326599143341147,0.583018236731316,5.3945,14.5,0.366666666666667,1.16279069767442,0.1,3.35083892821894
"119","Actinopterygii","Perciformes","Sparidae","Boops boops","demersal","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",40,1,"0.0","1.0","1.0","1.0","schooling","2.79","highly commercial",4.6049216738429,0.0729212876457039,0.817281480481137,8,19.8,5.8,11.1111111111111,0,0
"120","Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","epipelagic","oceanic","NA","diel_UN","1.0","refuge_yes","NA","season_NA","compressiform",80,1,"1.0","0.0","1.0","0.0","shoaling","3.85","commercial",3.04468773163937,0.0760476379354802,0.713196856621047,NA,NA,NA,3,0,0
"121","Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",11.4,0,"0.0","1.0","1.0","1.0","schooling","3.19","none",5.15876325040132,0.0696944354281764,0.778387809129909,9.234,11.7093333333333,11.5583333333333,5.6,9.8,0.2
"122","Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",18.4,0,"0.0","1.0","1.0","1.0","schooling","3.5","none",5.81498036971857,0.0788866667037566,0.771725736829658,7.15666666666667,9.2,11.1666666666667,7.7,0.6,0
"123","Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8,0,"0.0","0.0","1.0","1.0","schooling","3.2","none",5.53218303463821,0.059529623388583,0.828798376516937,5.175,NA,NA,20.1,0.1,4.95
"124","Actinopterygii","Perciformes","Scombridae","Scomber japonicus","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",64,1,"0.0","1.0","1.0","1.0","schooling","3.38","highly commercial",5.27648163329221,0.054908579464867,0.847507569658184,6.7735,19.81,7.9325,3,0.306044376434583,0.00609243441494352
"125","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",23,1,"0.0","0.0","0.0","1.0","solitary","3.2","none",10.6982645836794,0.0476063468486023,0.89496442103633,NA,NA,NA,0,0,0
"126","Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",16,1,"0.0","0.0","0.0","0.0","NA","3.8","none",3.87529859015112,0.0493375085547272,0.862962955258983,15.27,10.2,32.3,5.9,1.1,0
"127","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",41,1,"0.0","1.0","0.0","1.0","shoaling","3.7","recreational",3.67718121552379,0.0887188039965689,0.812776151928417,NA,NA,NA,0,0,0
"128","Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",36,0,"0.0","0.0","1.0","1.0","schooling","3.4","highly commercial",5.27966750641171,0.0478082696597609,0.815625378346048,5.64,19.85125,7.155,0.8620689655,0.86,0.86
"129","Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",81,1,"0.0","0.0","1.0","1.0","schooling","3.57","commercial",5.30219415600652,0.0577646710368977,0.801525786105415,6.4,NA,6.4,40.6976744186046,13.6954858454476,27.5378035555447
"130","Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",130,0,"0.0","1.0","0.0","0.0","shoaling","4.04","none",11.6644740226409,0.0586785201725694,0.271312387273858,NA,NA,1.2,36.06,8.69,0
"131","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","demersal","continental shelf","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","fusiform",45,1,"0.0","1.0","0.0","0.0","shoaling","3.7","recreational",3.50502083253311,0.0833197204195825,0.819017038602922,NA,NA,NA,0,0,0
"132","Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",13,0,"0.0","1.0","1.0","1.0","schooling","3.1","none",5.64555456520043,0.0655351293399513,0.781457705446176,8.7608,11.1755,16.264924625,7.6,0.2,0.2
"133","Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",7.5,0,"0.0","1.0","1.0","1.0","schooling","3.33","none",5.7750810354473,0.0596396598199934,0.840212201732717,6.99,8.8,12.6166666666667,6.97674418604651,0.459066564651875,0.000609243441494352
"134","Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus atlanticus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",50,1,"0.0","0.0","0.0","0.0","shoaling","3.64","of no interest",7.24017278915502,0.0483869077256095,0.847811199607507,NA,NA,NA,14.2857142857143,0,0
"135","Actinopterygii","Perciformes","Kyphosidae","Medialuna californiensis","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",48,1,"0.0","1.0","1.0","1.0","schooling","2.67","none",3.08840717440099,0.0498449029907888,0.803649579721794,NA,19.8,NA,1.16279069767442,0.0765110941086457,0.000609243441494352
"136","Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","epipelagic","coastal","0.0","diel_no","0.0","refuge_no","1.0","season_yes","fusiform",70,1,"0.0","0.0","1.0","0.0","schooling","3.73","minor commercial",3.41657197942979,0.0867147442540671,0.713113471899246,NA,17.27,10.31,1.85185185185185,0,0
"137","Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","epipelagic","coastal","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",45,1,"0.0","0.0","1.0","1.0","schooling","2.33","commercial",6.09838378126636,0.0363555883334569,0.82531001977582,NA,NA,1.484,0,0,0
"138","Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","epipelagic","oceanic","1.0","diel_yes","1.0","refuge_yes","NA","season_NA","fusiform",46,1,"1.0","0.0","0.0","0.0","shoaling","3.71","none",3.54899162799449,0.0656944011878248,0.795002498249248,NA,NA,NA,1,0,0
"139","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","mesopelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8,0,"0.0","0.0","1.0","0.0","schooling","3.01","minor commercial",5.03513221969598,0.0826074375229732,0.83924115783412,4.097,13.6,9.6,85.7142857142857,78.5,24.6
"140","Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",18,0,"0.0","1.0","1.0","1.0","schooling","3.14","highly commercial",6.26684961558926,0.0537760888707213,0.843716614900789,5.415,18.3,7.7,85.4,52.8,95.2
"141","Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",65,0,"0.0","1.0","0.0","1.0","solitary","3.47","minor commercial",6.4651481241763,0.024239527685904,0.855757068784669,5.5,17.2,2.6,8,0,0
"142","Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",21,0,"0.0","1.0","1.0","1.0","schooling","3.2","none",5.85569241330535,0.0418980138519684,0.875994838700788,7.6,11.8,12.1,0.996677740863787,0,0
"143","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","demersal","continental shelf","0.0","diel_no","1.0","refuge_yes","NA","season_NA","depressiform",37,0,"0.0","1.0","0.0","0.0","solitary","3.85","minor commercial",2.17992144497205,0.0653012604649287,0.746755950455122,NA,NA,NA,33.33333333,0,0
"144","Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",70,1,"0.0","0.0","0.0","0.0","shoaling","3.78","none",7.03038592298802,0.033169196394893,0.864974547475142,NA,NA,NA,0.6,0.14197823,0
"145","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","demersal","reef-associated","1.0","diel_yes","1.0","refuge_yes","NA","season_NA","fusiform",91,1,"0.0","1.0","0.0","0.0","shoaling","3.9","minor commercial",3.1598513936562,0.0647942449902524,0.785346652195021,NA,NA,NA,0,0,0
"146","Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",12.7,0,"0.0","1.0","1.0","1.0","schooling","3.13","none",5.1341670180892,0.0655478664524842,0.820391900815025,4.46,13.779,3.2,100,5.4,0
"147","Actinopterygii","Beloniformes","Belonidae","Belone belone","epipelagic","coastal","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",103.5,0,"0.0","0.0","1.0","1.0","schooling","4.16","commercial",16.6221510919748,0.0222358496041477,0.882398975225071,6.2,20.1,2.9,8.7,0,7.1
"148","Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",27.5,0,"0.0","0.0","1.0","1.0","schooling","3.06","highly commercial",5.52412749794924,0.0494582661192675,0.815914191662073,7.365,17.8,11.7,3.4,5.8,7.68
"149","Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",70,1,"0.0","0.0","1.0","1.0","schooling","3.71","highly commercial",4.8924695405584,0.0638402681199028,0.821448199078749,6.34333333333333,18.9,3.05,43,28.1,42.4
"150","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","benthic","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","elongated",15,1,"0.0","1.0","0.0","0.0","shoaling","3.369999886","none",5.61690913542632,0.0534081222517407,0.793358591426083,NA,NA,NA,0,0,0
"151","Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",16,0,"0.0","1.0","0.0","0.0","solitary","3.5","none",8.63390629331855,0.0230372481335795,0.913341896122662,NA,NA,NA,0.5,0.1,0
