"","prey_class","prey_order","prey_family","prey_sp","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status","b_shape_r","eye_body_r","standard_total","energy_density","percent_protein","percent_lipid","maxFO","maxN","maxM"
"229","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","epipelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",2.6,1,"1.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,2.0625,80,0.61,4.2
"230","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",1.67,1,"0.0","0.0","0.0","0.0","schooling","NA","none",10.5048186765028,0.0424380305937707,0.830603351871416,3,NA,NA,27.9,0,20.4
"231","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","epipelagic","coastal","0.0","diel_no","0.0","refuge_no","1.0","season_yes","elongated",1.6,1,"1.0","0.0","0.0","0.0","schooling","NA","none",8.26961922680291,0.0882143516693987,0.804455601057784,NA,NA,2.03,16.6666666666667,0,0
"232","Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",16.4,1,"0.0","0.0","0.0","0.0","schooling","NA","none",7.99294090772674,0.0194400902853572,0.811398022800213,NA,NA,NA,0.7,0.1,0
"233","Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",35,1,"0.0","0.0","0.0","0.0","schooling","NA","none",5.63277432649128,0.0236396225153992,0.816645968239178,2.005,3.8679,4.05356666666667,11.1111111111111,0,0
"234","Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","benthic","coastal","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",7.7,1,"0.0","1.0","0.0","0.0","solitary","NA","none",NA,NA,NA,NA,NA,NA,0.3,0.14197823,0
"235","Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","NA","season_NA","elongated",8.1,1,"0.0","0.0","0.0","0.0","shoaling","NA","none",5.05842312885701,0.040512385831237,0.765909652814434,NA,NA,NA,0.6,0.09465215334,0
"236","Malacostraca","Decapoda","Axiidae","Axius stirhynchus","benthic","coastal","NA","diel_UN","1.0","refuge_yes","NA","season_NA","elongated",0.21,1,"0.0","0.0","0.0","0.0","shoaling","NA","none",5.40001686237732,0.0153916311884278,0.841473690276954,NA,NA,NA,4,0,0
"237","Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",NA,0,"1.0","0.0","1.0","0.0","schooling","3.15","none",9.41533838018793,0.0483594005680785,0.834346123854045,NA,NA,NA,0.8620689655,17.1,23.04
"238","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",NA,0,"0.0","1.0","1.0","1.0","schooling","3.15","none",NA,NA,NA,NA,NA,NA,0.996677740863787,0,0
"239","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","mesopelagic","oceanic","1.0","diel_yes","NA","refuge_NA","NA","season_NA","fusiform",NA,0,"0.0","0.0","0.0","0.0","NA","NA","none",NA,NA,NA,NA,NA,NA,0.332225913621262,0,0
"240","Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","bathypelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",NA,1,"0.0","0.0","0.0","0.0","schooling","NA","none",8.60495067970822,0.0279356180334047,0.690944163683456,NA,NA,NA,2.85714285714286,0,0
"241","Malacostraca","Isopoda","Idoteidae","Idotea metallica","epipelagic","continental shelf","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",NA,1,"0.0","0.0","0.0","0.0","schooling","NA","none",2.86262590472009,0.0646699312888026,0.841835991039137,NA,NA,NA,3.7037037037037,0,0
"242","Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","benthic","continental shelf","NA","diel_UN","NA","refuge_NA","NA","season_NA","elongated",60,0,"0.0","0.0","0.0","0.0","NA","4.0","none",13.3488106490233,0.0181441084752163,0.94681268494452,NA,NA,NA,0.5,0.3,0.5
"243","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",215,0,"0.0","0.0","1.0","0.0","shoaling","4.39","none",14.3410788483398,0.0260265732773525,0.881745650515243,1.7,NA,NA,2.7,0.3,1
"244","Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",14,0,"0.0","0.0","1.0","0.0","NA","3.3","none",12.4475841005471,0.0500598409184787,0.886146915633131,NA,NA,NA,0.5,0,0.2
"245","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",20,0,"0.0","0.0","0.0","0.0","NA","4.2","none",17.2142802152598,0.0369048079677297,0.93301655416459,NA,NA,NA,1.6,0.2,0.1
"246","Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",33.8,0,"1.0","0.0","1.0","0.0","NA","4.0","none",16.6999673960951,0.0264096781289054,0.936908060827257,NA,NA,NA,16.3,4.4,4.9
"247","Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",12.6,0,"0.0","0.0","0.0","0.0","NA","4.2","none",7.79666322395798,0.0553915767145919,0.897950703040272,NA,NA,NA,6,1,0.9
"248","Actinopterygii","Beryciformes","Berycidae","Beryx splendens","demersal","continental slope","1.0","diel_yes","1.0","refuge_yes","0.0","season_no","fusiform",70,1,"0.0","0.0","1.0","1.0","schooling","3.81","commercial",3.31717375787226,0.0963723017930209,0.786926233530097,NA,19.71,2.615,1.6,0.2,0.4
"249","Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","demersal","continental slope","1.0","diel_yes","NA","refuge_NA","NA","season_NA","compressiform",27.6,1,"0.0","0.0","1.0","1.0","NA","3.4","potential",1.61586696177017,0.177904491377918,0.848252449000288,NA,NA,NA,11.4,2.6,4.6
"250","Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","epipelagic","coastal","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",17,0,"0.0","0.0","1.0","1.0","schooling","3.0","minor commercial",5.44691662214013,0.0652579846829429,1.1066477173981,5.13,12.0460666666667,4.231,10,3.8,4.4
"251","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",9.6,0,"0.0","0.0","1.0","1.0","NA","3.3","commercial",6.39146003196012,0.0409421713537944,0.911375302229822,NA,15,1.6,2.1,0.3,0.2
"252","Actinopterygii","Gadiformes","Moridae","Antimora rostrata","benthic","continental slope","0.0","diel_no","NA","refuge_NA","1.0","season_yes","elongated",80,0,"0.0","0.0","1.0","0.0","shoaling","3.58","none",5.15575784349625,0.0428873675194979,0.89197088973677,4.32825,NA,0.29,0.7,0,0.5
"253","Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","demersal","continental shelf","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",88,1,"0.0","0.0","0.0","0.0","solitary","3.3","none",2.87649927478139,0.016449969931753,0.716383849548678,NA,NA,NA,0.5,0.1,0.3
"254","Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",15,0,"0.0","0.0","0.0","0.0","schooling","3.0","none",3.80107485115547,0.24434932875668,2.47667187636059,NA,16.54,4.86,2.1,0.2,0.2
"255","Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",11.8,0,"0.0","0.0","0.0","0.0","schooling","3.0","none",5.55089427775088,0.0519066044562339,0.797003410114818,NA,NA,NA,7.9,5.8,4.4
"256","Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",12,0,"0.0","0.0","0.0","0.0","schooling","3.2","none",4.7674860998262,0.0623316940455414,0.789517673191642,NA,NA,NA,0.7,0,0
"257","Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",7.1,0,"0.0","0.0","0.0","0.0","schooling","3.12","none",5.10726879170806,0.0735945023970887,0.810870167624793,NA,NA,3.15,7.9,5.8,5
"258","Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",6.8,0,"0.0","0.0","1.0","0.0","schooling","3.0","none",4.81653707068362,0.106097798699724,0.818556435538191,6.06,NA,1.75,0.7,0,0
"259","Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes hectoris","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",7,0,"0.0","0.0","1.0","0.0","shoaling","3.2","commercial",6.05931602764976,0.0682354908711383,0.806609002237309,NA,14.7,18.4,23.4,11.7,10.8
"260","Actinopterygii","Myctophiformes","Myctophidae","Lampadena luminosa","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",20,0,"0.0","0.0","1.0","0.0","shoaling","3.2","none",5.5116316306489,0.0578070596523439,0.845808726159853,3.971,11.2,1,0.5,0.3,0.5
"261","Actinopterygii","Myctophiformes","Myctophidae","Myctophum asperum","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8.5,0,"0.0","0.0","1.0","1.0","shoaling","3.68","none",4.97091626580269,0.078439400184206,0.874563772895465,NA,NA,10.8,2.2,0.9,0.6
"262","Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus barnardi","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",11.6,0,"0.0","0.0","1.0","0.0","shoaling","3.1","none",6.04778527444463,0.084093081805995,0.829524475572311,NA,NA,NA,9,3.7,4.7
"263","Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus evermanni","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",8,0,"0.0","0.0","0.0","0.0","shoaling","3.4","none",5.69939860307993,0.0784734780154199,0.841584169970423,NA,13,3.1,0.3,0,0
"264","Actinopterygii","Osmeriformes","Microstomatidae","Nansenia macrolepis","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",20,0,"0.0","0.0","1.0","0.0","shoaling","3.3","none",8.40076428191361,0.0691027183895802,0.904024322130029,NA,NA,NA,13.6,5,4.2
"265","Actinopterygii","Osmeriformes","Opisthoproctidae","Monacoa grimaldii","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","compressiform",8,0,"0.0","0.0","1.0","0.0","NA","4.0","none",2.98446575531221,0.0752736549566199,0.805703195279876,NA,NA,NA,0.5,0,0
"266","Actinopterygii","Perciformes","Carangidae","Decapterus macarellus","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","1.0","season_yes","fusiform",46,1,"0.0","0.0","1.0","1.0","schooling","3.24","commercial",5.21135981976042,0.0534379996856572,0.860141523125019,6.52704,NA,NA,0.5,0.1,0
"267","Actinopterygii","Perciformes","Carangidae","Decapterus macrosoma","epipelagic","reef-associated","NA","diel_UN","0.0","refuge_no","1.0","season_yes","fusiform",35,1,"0.0","0.0","1.0","1.0","schooling","3.4","commercial",5.91040197007838,0.0599157525191535,0.861187129440701,NA,38.59,6.55,0.5,0,0.1
"268","Actinopterygii","Perciformes","Gempylidae","Lepidocybium flavobrunneum","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",200,1,"0.0","0.0","1.0","0.0","schooling","4.34","minor commercial",5.01900681059791,0.0482682624172704,0.84269424365906,10.16,16.7926666666667,19.6745,1.6,0,0
"269","Actinopterygii","Perciformes","Gempylidae","Rexea prometheoides","mesopelagic","continental slope","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",40,1,"0.0","0.0","1.0","1.0","schooling","4.17","commercial",5.62502428817955,0.0618389041503701,0.860340121039915,NA,NA,NA,2.2,0.1,0.7
"270","Actinopterygii","Perciformes","Gempylidae","Thyrsitoides marleyi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","NA","season_NA","elongated",200,1,"0.0","0.0","1.0","0.0","NA","4.19","minor commercial",9.67307911316473,0.0381516329395581,0.888746458914491,NA,NA,NA,2.7,0.4,0.9
"271","Actinopterygii","Perciformes","Istiophoridae","Makaira mazara","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","elongated",500,0,"0.0","0.0","1.0","1.0","solitary","4.46","commercial",7.14598982153136,0.0162370048944224,0.848343932409614,NA,24.4,2.7,0.5,0.5,0.5
"272","Actinopterygii","Perciformes","Nomeidae","Cubiceps capensis","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",101,1,"0.0","0.0","1.0","1.0","schooling","3.4","minor commercial",4.36444781004189,0.0550284965003339,0.846594016997028,NA,NA,NA,0.7,0.1,0.5
"273","Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",20,1,"0.0","0.0","1.0","0.0","schooling","3.6","none",4.56836672675342,0.0741774131177847,0.826186562516286,NA,NA,NA,70.7,69.4,69.4
"274","Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","1.0","season_yes","fusiform",69,1,"0.0","0.0","1.0","0.0","solitary","3.5","commercial",3.19773664074539,0.0920740252315363,0.780618531163437,NA,NA,NA,0.5,0.2,0
"275","Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax heterolepis","mesopelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","fusiform",30,1,"0.0","0.0","0.0","0.0","NA","3.95","none",5.05532478667329,0.0823463573003606,0.840498924498831,NA,NA,NA,0.5,0,0
"276","Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",40,1,"0.0","1.0","0.0","0.0","solitary","3.68","minor commercial",6.40668171580325,0.08811843850673,0.835581269521768,NA,NA,NA,1.1,0.1,0
"277","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",8.3,1,"0.0","0.0","1.0","0.0","solitary","3.71","none",1.68311866984355,0.109884274313756,0.841177800826606,3.428,11.3,1,0.5,0,0
"278","Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","demersal","coastal","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",60,0,"0.0","1.0","0.0","0.0","solitary","3.36","commercial",2.31521759704951,0.0583284431658351,0.817719444437945,NA,NA,NA,1.1,0.2,0.2
"279","Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","epipelagic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","compressiform",50,1,"0.0","1.0","0.0","1.0","schooling","3.47","commercial",3.07111547875522,0.0462861369896785,0.830266635429824,1.92,20.58,0.59,1.6,0.1,0
"280","Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","0.0","season_no","compressiform",337,0,"0.0","0.0","0.0","1.0","solitary","3.61","none",2.17580241070474,0.0340841410419296,0.867902111813334,NA,NA,NA,0.5,0.1,0
"281","Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","compressiform",100,0,"0.0","1.0","1.0","1.0","solitary","3.66","none",2.31997268915271,0.0510461357665357,0.933207867172914,NA,NA,NA,2.2,1.3,1.6
"282","Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","demersal","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","globiform",45,0,"0.0","1.0","0.0","0.0","solitary","3.37","minor commercial",3.3018609841914,0.0562292798384199,0.711901524280422,NA,NA,NA,1.6,0.2,0
"283","Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","demersal","oceanic","NA","diel_UN","1.0","refuge_yes","1.0","season_yes","fusiform",61,0,"0.0","0.0","1.0","1.0","solitary","3.73","commercial",4.64979311729985,0.0444428720889569,0.843683625349189,NA,NA,NA,1.6,0,0
"284","Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","globiform",32,0,"0.0","0.0","0.0","0.0","solitary","NA","none",8.39142434506012,0.0183964482254796,0.17098433884444,NA,NA,NA,3.2,0.1,1.5
"285","Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","bathypelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",25,0,"0.0","0.0","0.0","0.0","NA","NA","none",10.94204763275,0.0120075977105752,0.445776692752323,NA,1.84,NA,0.5,0,0
"286","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",5.1,0,"0.0","0.0","0.0","0.0","NA","NA","none",5.63084699136462,0.0501037359549266,0.422439939371084,NA,NA,NA,0.7,0.2,0.1
"287","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",3.5,0,"0.0","0.0","0.0","0.0","NA","NA","none",8.38990602283222,0.0421377421237308,0.349336874571408,NA,NA,NA,4.9,3.4,3.4
"288","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",11.4,0,"0.0","0.0","0.0","0.0","NA","NA","none",6.26480661479157,0.0435681657543741,0.29578180004895,NA,NA,NA,0.5,0,0
"289","Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",33.5,0,"0.0","1.0","0.0","0.0","NA","NA","none",8.85496886007114,0.0368309997434481,0.268645999224192,2.65,NA,NA,2.2,0.6,0.5
"290","Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",24,0,"0.0","1.0","0.0","0.0","NA","3.45","none",6.15980761649445,0.050968722656712,0.276122126391205,NA,NA,NA,1.6,0.6,1.1
"291","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","demersal","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",23,0,"0.0","0.0","0.0","0.0","NA","NA","none",NA,NA,NA,NA,NA,NA,1,0.1,0.2
"292","Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","fusiform",170,0,"0.0","0.0","0.0","0.0","solitary","4.07","potential",5.35924831678219,0.0542373572825477,0.524351031100533,NA,NA,NA,3.3,0.2,0
"293","Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",30,0,"0.0","0.0","0.0","0.0","NA","NA","NA",5.31768720055736,0.0171098859566186,0.541527707572006,NA,NA,NA,0.5,0,0.3
"294","Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","mesopelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",15,0,"0.0","0.0","0.0","0.0","NA","NA","none",5.63000781823782,0.021053118832505,0.468432946047964,NA,NA,NA,26.6,8.6,11.3
"295","Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","mesopelagic","oceanic","1.0","diel_yes","0.0","refuge_no","1.0","season_yes","fusiform",100,0,"0.0","0.0","0.0","0.0","pairing","4.49","commercial",5.12470139812295,0.0408813440276422,0.605999419252274,NA,NA,NA,1.6,0,0.6
"296","Cephalopoda","Spirulida","Spirulidae","Spirula spirula","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","globiform",4.5,1,"0.0","1.0","0.0","0.0","NA","3.26","none",3.3937990573712,0.0594924604561882,0.581458962868577,NA,NA,NA,0.7,0.1,0
"297","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","demersal","continental slope","NA","diel_UN","0.0","refuge_no","NA","season_NA","fusiform",3,1,"0.0","1.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,1.6,0.1,0
"298","Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","bathypelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",1.04,1,"1.0","1.0","0.0","0.0","schooling","3.52","none",7.91494079325559,0.0338703895264318,0.839056861902585,NA,NA,NA,2.2,0.5,0.1
"299","Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",3.9,1,"0.0","0.0","0.0","0.0","schooling","3.2","none",5.89588604519325,0.0517846379690128,0.8586609976282,NA,NA,NA,3.2,0.5,0.3
"300","Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","benthic","continental slope","1.0","diel_yes","1.0","refuge_yes","1.0","season_yes","elongated",18,1,"0.0","1.0","0.0","0.0","schooling","NA","potential",6.2282297466484,0.0193173420909112,0.83902257126344,NA,NA,NA,3.2,0.3,0.1
"301","Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","mesopelagic","continental shelf","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",2.3,1,"0.0","0.0","0.0","0.0","schooling","2.71","none",8.48547145125077,0.0340698839177075,0.805986004520335,NA,NA,NA,1.6,0.2,0.3
"302","Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","mesopelagic","continental slope","1.0","diel_yes","0.0","refuge_no","0.0","season_no","elongated",16,1,"0.0","0.0","0.0","0.0","schooling","2.7","none",7.38437798243504,0.0345781124640352,0.834755460910623,NA,NA,NA,0.7,0.1,0.1
"303","Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","depressiform",20,1,"0.0","1.0","0.0","0.0","solitary","NA","commercial",2.02087105326165,0.0300846646404535,0.826315933518535,NA,NA,NA,0.5,0.1,0
"304","Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","benthic","coastal","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",2.76,1,"0.0","1.0","0.0","0.0","pairing","NA","none",5.29578578504031,0.033316973652269,0.896962942250214,NA,NA,NA,7.9,0.9,0.7
"305","Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","benthic","reef-associated","0.0","diel_no","1.0","refuge_yes","0.0","season_no","elongated",17,0,"0.0","1.0","0.0","0.0","solitary","4.2","none",4.74495140708049,0.0440978146660678,0.757349043556213,NA,NA,NA,27,5.1,2.4
"306","Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","epipelagic","oceanic","NA","diel_UN","0.0","refuge_no","NA","season_NA","elongated",6.3,0,"0.0","0.0","0.0","0.0","schooling","NA","none",5.40096349542541,0.0474466444446711,0.808156730412995,NA,NA,NA,2,1.8,1.5
"307","Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","benthic","reef-associated","NA","diel_UN","1.0","refuge_yes","NA","season_NA","elongated",7.4,0,"0.0","1.0","0.0","0.0","schooling","NA","none",5.55795735591298,0.0390088718804772,0.8277189862258,NA,NA,NA,9.5,1.1,0.4
"308","Thaliacea","Salpida","Salpidae","Salpa maxima","epipelagic","oceanic","1.0","diel_yes","0.0","refuge_no","NA","season_NA","globiform",10,0,"0.0","0.0","0.0","0.0","schooling","NA","none",NA,NA,NA,NA,NA,NA,4.8,1.9,1.3
